sh	depth	sourceId	sourceTerm	typeTerm	relationshipGroup	destinationTerm	pattern
PR	6	179673002	Revision to open reduction of dislocation and functional bracing (procedure)	Is a (attribute)	0	Revision to open reduction of traumatic dislocation (procedure)	['116680003-PR', '246513007-QV', '260507000-QV', '260686004-QV', '363699004-PO', '363700003-BS', '405813007-BS']
PR	6	179673002	Revision to open reduction of dislocation and functional bracing (procedure)	Revision status (attribute)	0	Revision - value (qualifier value)	['116680003-PR', '246513007-QV', '260507000-QV', '260686004-QV', '363699004-PO', '363700003-BS', '405813007-BS']
PR	6	179673002	Revision to open reduction of dislocation and functional bracing (procedure)	Access (attribute)	1	Open approach - access (qualifier value)	['116680003-PR', '246513007-QV', '260507000-QV', '260686004-QV', '363699004-PO', '363700003-BS', '405813007-BS']
PR	6	179673002	Revision to open reduction of dislocation and functional bracing (procedure)	Direct device (attribute)	1	Functional brace (physical object)	['116680003-PR', '246513007-QV', '260507000-QV', '260686004-QV', '363699004-PO', '363700003-BS', '405813007-BS']
PR	6	179673002	Revision to open reduction of dislocation and functional bracing (procedure)	Direct morphology (attribute)	1	Traumatic dislocation (morphologic abnormality)	['116680003-PR', '246513007-QV', '260507000-QV', '260686004-QV', '363699004-PO', '363700003-BS', '405813007-BS']
PR	6	179673002	Revision to open reduction of dislocation and functional bracing (procedure)	Method (attribute)	1	Reduction - action (qualifier value)	['116680003-PR', '246513007-QV', '260507000-QV', '260686004-QV', '363699004-PO', '363700003-BS', '405813007-BS']
PR	6	179673002	Revision to open reduction of dislocation and functional bracing (procedure)	Procedure site - Direct (attribute)	1	Joint structure (body structure)	['116680003-PR', '246513007-QV', '260507000-QV', '260686004-QV', '363699004-PO', '363700003-BS', '405813007-BS']
PR	6	179674008	Revision to open reduction of dislocation and skin traction (procedure)	Is a (attribute)	0	Revision to open reduction of traumatic dislocation (procedure)	['116680003-PR', '246513007-QV', '260507000-QV', '260686004-QV', '363700003-BS', '405813007-BS']
PR	6	179674008	Revision to open reduction of dislocation and skin traction (procedure)	Access (attribute)	1	Open approach - access (qualifier value)	['116680003-PR', '246513007-QV', '260507000-QV', '260686004-QV', '363700003-BS', '405813007-BS']
PR	6	179674008	Revision to open reduction of dislocation and skin traction (procedure)	Direct morphology (attribute)	1	Dislocation (morphologic abnormality)	['116680003-PR', '246513007-QV', '260507000-QV', '260686004-QV', '363700003-BS', '405813007-BS']
PR	6	179674008	Revision to open reduction of dislocation and skin traction (procedure)	Method (attribute)	1	Reduction - action (qualifier value)	['116680003-PR', '246513007-QV', '260507000-QV', '260686004-QV', '363700003-BS', '405813007-BS']
PR	6	179674008	Revision to open reduction of dislocation and skin traction (procedure)	Procedure site - Direct (attribute)	1	Joint structure (body structure)	['116680003-PR', '246513007-QV', '260507000-QV', '260686004-QV', '363700003-BS', '405813007-BS']
PR	6	179674008	Revision to open reduction of dislocation and skin traction (procedure)	Revision status (attribute)	1	Revision - value (qualifier value)	['116680003-PR', '246513007-QV', '260507000-QV', '260686004-QV', '363700003-BS', '405813007-BS']
PR	6	179967001	Primary cemented total ankle replacement (procedure)	Is a (attribute)	0	Prosthetic cemented total ankle replacement (procedure)	['116680003-PR', '246513007-QV', '260686004-QV', '405813007-BS', '424226004-PO', '424361007-SU']
PR	6	179967001	Primary cemented total ankle replacement (procedure)	Method (attribute)	1	Replacement - action (qualifier value)	['116680003-PR', '246513007-QV', '260686004-QV', '405813007-BS', '424226004-PO', '424361007-SU']
PR	6	179967001	Primary cemented total ankle replacement (procedure)	Procedure site - Direct (attribute)	1	Entire ankle joint (body structure)	['116680003-PR', '246513007-QV', '260686004-QV', '405813007-BS', '424226004-PO', '424361007-SU']
PR	6	179967001	Primary cemented total ankle replacement (procedure)	Revision status (attribute)	1	Primary operation (qualifier value)	['116680003-PR', '246513007-QV', '260686004-QV', '405813007-BS', '424226004-PO', '424361007-SU']
PR	6	179967001	Primary cemented total ankle replacement (procedure)	Using device (attribute)	1	Total ankle joint prosthesis (physical object)	['116680003-PR', '246513007-QV', '260686004-QV', '405813007-BS', '424226004-PO', '424361007-SU']
PR	6	179967001	Primary cemented total ankle replacement (procedure)	Using substance (attribute)	1	Bone cement (substance)	['116680003-PR', '246513007-QV', '260686004-QV', '405813007-BS', '424226004-PO', '424361007-SU']
PR	6	234713009	Fissure seal tooth (procedure)	Is a (attribute)	0	Procedure on oral cavity (procedure)	['116680003-PR', '363701004-SU', '363709002-BS', '405814001-BS']
PR	6	234713009	Fissure seal tooth (procedure)	Direct substance (attribute)	1	Fissure sealant material (substance)	['116680003-PR', '363701004-SU', '363709002-BS', '405814001-BS']
PR	6	234713009	Fissure seal tooth (procedure)	Indirect morphology (attribute)	1	Fissure (morphologic abnormality)	['116680003-PR', '363701004-SU', '363709002-BS', '405814001-BS']
PR	6	234713009	Fissure seal tooth (procedure)	Procedure site - Indirect (attribute)	1	Tooth structure (body structure)	['116680003-PR', '363701004-SU', '363709002-BS', '405814001-BS']
PR	6	260700000	Methylene blue tubal test (procedure)	Direct substance (attribute)	0	Methylene blue stain (substance)	['116680003-PR', '363701004-SU', '405813007-BS']
PR	6	260700000	Methylene blue tubal test (procedure)	Is a (attribute)	0	Tubal patency test (procedure)	['116680003-PR', '363701004-SU', '405813007-BS']
PR	6	260700000	Methylene blue tubal test (procedure)	Procedure site - Direct (attribute)	0	Fallopian tube structure (body structure)	['116680003-PR', '363701004-SU', '405813007-BS']
PR	6	265392001	Colon operations and sigmoidoscopy of rectum (procedure)	Is a (attribute)	0	Operative procedure on large intestine (procedure)	['116680003-PR', '260686004-QV', '363704007-BS', '405813007-BS', '424226004-PO']
PR	6	265392001	Colon operations and sigmoidoscopy of rectum (procedure)	Method (attribute)	1	Surgical action (qualifier value)	['116680003-PR', '260686004-QV', '363704007-BS', '405813007-BS', '424226004-PO']
PR	6	265392001	Colon operations and sigmoidoscopy of rectum (procedure)	Procedure site (attribute)	1	Colon structure (body structure)	['116680003-PR', '260686004-QV', '363704007-BS', '405813007-BS', '424226004-PO']
PR	6	265392001	Colon operations and sigmoidoscopy of rectum (procedure)	Method (attribute)	2	Inspection - action (qualifier value)	['116680003-PR', '260686004-QV', '363704007-BS', '405813007-BS', '424226004-PO']
PR	6	265392001	Colon operations and sigmoidoscopy of rectum (procedure)	Procedure site - Direct (attribute)	2	Rectum structure (body structure)	['116680003-PR', '260686004-QV', '363704007-BS', '405813007-BS', '424226004-PO']
PR	6	265392001	Colon operations and sigmoidoscopy of rectum (procedure)	Using device (attribute)	2	Sigmoidoscope (physical object)	['116680003-PR', '260686004-QV', '363704007-BS', '405813007-BS', '424226004-PO']
PR	6	275098006	Primary correction of clubfoot (procedure)	Has focus (attribute)	0	Congenital deformity of foot (disorder)	['116680003-PR', '246513007-QV', '260686004-QV', '363700003-BS', '363702006-CF', '405813007-BS']
PR	6	275098006	Primary correction of clubfoot (procedure)	Is a (attribute)	0	Primary correction of congenital deformity of foot (procedure)	['116680003-PR', '246513007-QV', '260686004-QV', '363700003-BS', '363702006-CF', '405813007-BS']
PR	6	275098006	Primary correction of clubfoot (procedure)	Direct morphology (attribute)	1	Congenital anomaly (morphologic abnormality)	['116680003-PR', '246513007-QV', '260686004-QV', '363700003-BS', '363702006-CF', '405813007-BS']
PR	6	275098006	Primary correction of clubfoot (procedure)	Method (attribute)	1	Repair - action (qualifier value)	['116680003-PR', '246513007-QV', '260686004-QV', '363700003-BS', '363702006-CF', '405813007-BS']
PR	6	275098006	Primary correction of clubfoot (procedure)	Procedure site - Direct (attribute)	1	Foot structure (body structure)	['116680003-PR', '246513007-QV', '260686004-QV', '363700003-BS', '363702006-CF', '405813007-BS']
PR	6	275098006	Primary correction of clubfoot (procedure)	Revision status (attribute)	1	Primary operation (qualifier value)	['116680003-PR', '246513007-QV', '260686004-QV', '363700003-BS', '363702006-CF', '405813007-BS']
PR	6	405299001	Femoro-posterior tibial graft for repair of aneurysm using vein (procedure)	Has focus (attribute)	0	Surgical repair (procedure)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424361007-SU']
PR	6	405299001	Femoro-posterior tibial graft for repair of aneurysm using vein (procedure)	Is a (attribute)	0	Aneurysmectomy (procedure)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424361007-SU']
PR	6	405299001	Femoro-posterior tibial graft for repair of aneurysm using vein (procedure)	Is a (attribute)	0	Femorodistal bypass (procedure)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424361007-SU']
PR	6	405299001	Femoro-posterior tibial graft for repair of aneurysm using vein (procedure)	Direct morphology (attribute)	1	Aneurysm (morphologic abnormality)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424361007-SU']
PR	6	405299001	Femoro-posterior tibial graft for repair of aneurysm using vein (procedure)	Method (attribute)	1	Bypass - action (qualifier value)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424361007-SU']
PR	6	405299001	Femoro-posterior tibial graft for repair of aneurysm using vein (procedure)	Procedure site - Direct (attribute)	1	Structure of posterior tibial artery (body structure)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424361007-SU']
PR	6	405299001	Femoro-posterior tibial graft for repair of aneurysm using vein (procedure)	Using substance (attribute)	1	Vein graft material (substance)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424361007-SU']
PR	6	405299001	Femoro-posterior tibial graft for repair of aneurysm using vein (procedure)	Direct morphology (attribute)	2	Aneurysm (morphologic abnormality)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424361007-SU']
PR	6	405299001	Femoro-posterior tibial graft for repair of aneurysm using vein (procedure)	Method (attribute)	2	Bypass - action (qualifier value)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424361007-SU']
PR	6	405299001	Femoro-posterior tibial graft for repair of aneurysm using vein (procedure)	Procedure site - Direct (attribute)	2	Structure of femoral artery (body structure)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424361007-SU']
PR	6	405299001	Femoro-posterior tibial graft for repair of aneurysm using vein (procedure)	Using substance (attribute)	2	Vein graft material (substance)	['116680003-PR', '260686004-QV', '363700003-BS', '363702006-PR', '405813007-BS', '424361007-SU']
PR	6	422134000	Measurement for urine benzodiazepine by fluorescence polarization immunoassay (procedure)	Is a (attribute)	0	Urine benzodiazepine measurement (procedure)	['116680003-PR', '370129005-PR']
PR	6	422134000	Measurement for urine benzodiazepine by fluorescence polarization immunoassay (procedure)	Measurement method (attribute)	0	Fluorescence polarization immunoassay (procedure)	['116680003-PR', '370129005-PR']
PR	6	428068004	Percutaneous transluminal thrombolysis and reconstruction of artery (procedure)	Is a (attribute)	0	Reconstruction of artery (procedure)	['116680003-PR', '260507000-QV', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU']
PR	6	428068004	Percutaneous transluminal thrombolysis and reconstruction of artery (procedure)	Is a (attribute)	0	Percutaneous transluminal thrombolysis of artery (procedure)	['116680003-PR', '260507000-QV', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU']
PR	6	428068004	Percutaneous transluminal thrombolysis and reconstruction of artery (procedure)	Method (attribute)	1	Reconstruction - action (qualifier value)	['116680003-PR', '260507000-QV', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU']
PR	6	428068004	Percutaneous transluminal thrombolysis and reconstruction of artery (procedure)	Procedure site - Direct (attribute)	1	Arterial structure (body structure)	['116680003-PR', '260507000-QV', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU']
PR	6	428068004	Percutaneous transluminal thrombolysis and reconstruction of artery (procedure)	Access (attribute)	2	Percutaneous approach - access (qualifier value)	['116680003-PR', '260507000-QV', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU']
PR	6	428068004	Percutaneous transluminal thrombolysis and reconstruction of artery (procedure)	Direct morphology (attribute)	2	Thrombus (morphologic abnormality)	['116680003-PR', '260507000-QV', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU']
PR	6	428068004	Percutaneous transluminal thrombolysis and reconstruction of artery (procedure)	Method (attribute)	2	Destruction - action (qualifier value)	['116680003-PR', '260507000-QV', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU']
PR	6	428068004	Percutaneous transluminal thrombolysis and reconstruction of artery (procedure)	Procedure site - Indirect (attribute)	2	Arterial structure (body structure)	['116680003-PR', '260507000-QV', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU']
PR	6	428068004	Percutaneous transluminal thrombolysis and reconstruction of artery (procedure)	Using substance (attribute)	2	Thrombolytic agent (substance)	['116680003-PR', '260507000-QV', '260686004-QV', '363700003-BS', '405813007-BS', '405814001-BS', '424361007-SU']
